Provincia,Partido,Localidad,Link Indec,Otros,Total general,less than 1 Mbps,"b'ween 1 and 10,2 Mbps",b'ween 11 and 27 Mbps,b'ween 30 and 58 Mbps,b'ween 59 and 120 Mbps,b'ween 122 and 256 Mbps,b'ween 275 and 540 Mbps,b'ween 600 and 1024 Mbps
LA PAMPA,Chical Co,La Humada,42063020,0.0,153.0,1.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0
LA PAMPA,Conhelo,Conhelo,42035010,0.0,46.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0
LA PAMPA,Conhelo,Eduardo Castex,42035020,1267.0,3151.0,1.0,1799.0,79.0,5.0,0.0,0.0,0.0,0.0
LA PAMPA,Conhelo,Mauricio Mayer,42035030,0.0,31.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
LA PAMPA,Conhelo,Monte Nievas,42035040,0.0,46.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0
LA PAMPA,Conhelo,Rucanelo,42035050,1.0,27.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
LA PAMPA,Conhelo,Winifreda,42035060,2.0,1082.0,0.0,1080.0,0.0,0.0,0.0,0.0,0.0,0.0
LA PAMPA,Curacó,Gobernador Duval,42042010,0.0,84.0,1.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0
LA PAMPA,Curacó,Puelches,42042020,0.0,69.0,1.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0
LA PAMPA,Guatraché,Alpachiri,42070010,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA PAMPA,Guatraché,General Manuel J. Campos,42070020,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA PAMPA,Guatraché,Guatraché,42070030,280.0,520.0,1.0,239.0,0.0,0.0,0.0,0.0,0.0,0.0
LA PAMPA,Guatraché,Perú,42070040,0.0,39.0,0.0,35.0,4.0,0.0,0.0,0.0,0.0,0.0
LA PAMPA,Guatraché,Santa Teresa,42070050,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA PAMPA,Hucal,Abramo,42077010,2.0,71.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0
LA PAMPA,Hucal,Bernasconi,42077020,1.0,698.0,1.0,690.0,6.0,0.0,0.0,0.0,0.0,0.0
LA PAMPA,Hucal,General San Martín (Est. Villa Alba),42077030,1.0,836.0,0.0,835.0,0.0,0.0,0.0,0.0,0.0,0.0
LA PAMPA,Hucal,Jacinto Arauz,42077050,5.0,711.0,2.0,704.0,0.0,0.0,0.0,0.0,0.0,0.0
LA PAMPA,Lihuel Calel,Cuchillo Co,42084010,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA PAMPA,Limay Mahuida,La Reforma,42091010,0.0,66.0,1.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0
LA PAMPA,Limay Mahuida,Limay Mahuida,42091020,1.0,17.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
LA PAMPA,Loventué,Carro Quemado,42098010,1.0,52.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
LA PAMPA,Loventué,Loventué,42098020,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA PAMPA,Loventué,Luan Toro,42098030,0.0,68.0,1.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0
LA PAMPA,Loventué,Telén,42098040,1.0,200.0,1.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0
LA PAMPA,Loventué,Victorica,42098050,2.0,485.0,1.0,482.0,0.0,0.0,0.0,0.0,0.0,0.0
LA PAMPA,Maracó,Agustoni,42105010,0.0,29.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0
LA PAMPA,Maracó,Dorila,42105020,1.0,54.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0
LA PAMPA,Maracó,General Pico,42105030,13063.0,20939.0,41.0,7455.0,377.0,3.0,0.0,0.0,0.0,0.0
LA PAMPA,Maracó,Speluzzi,42105040,1.0,42.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0
LA PAMPA,OTROS,OTROS,Sin Datos,278.0,279.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
LA PAMPA,Puelén,25 de Mayo,42112020,18.0,1977.0,0.0,1959.0,0.0,0.0,0.0,0.0,0.0,0.0
LA PAMPA,Puelén,Casa De Piedra,42112005,2.0,47.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0
LA PAMPA,Puelén,Puelén,42112010,1.0,127.0,1.0,57.0,68.0,0.0,0.0,0.0,0.0,0.0
LA PAMPA,Quemú Quemú,Colonia Barón,42119010,0.0,637.0,1.0,636.0,0.0,0.0,0.0,0.0,0.0,0.0
LA PAMPA,Quemú Quemú,Miguel Cané,42119030,106.0,107.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA PAMPA,Quemú Quemú,Quemú Quemú,42119040,115.0,259.0,1.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0
LA PAMPA,Quemú Quemú,Relmo,42119050,26.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA PAMPA,Quemú Quemú,Villa Mirasol,42119060,0.0,178.0,0.0,175.0,3.0,0.0,0.0,0.0,0.0,0.0
LA PAMPA,Rancul,Caleufú,42126010,2.0,612.0,1.0,609.0,0.0,0.0,0.0,0.0,0.0,0.0
LA PAMPA,Rancul,La Maruja,42126030,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA PAMPA,Rancul,Parera,42126040,3.0,732.0,1.0,701.0,25.0,2.0,0.0,0.0,0.0,0.0
LA PAMPA,Rancul,Quetrequén,42126060,1.0,154.0,1.0,148.0,4.0,0.0,0.0,0.0,0.0,0.0
LA PAMPA,Rancul,Rancul,42126070,3.0,720.0,2.0,714.0,1.0,0.0,0.0,0.0,0.0,0.0
LA PAMPA,Realicó,Adolfo Van Praet,42133010,0.0,30.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0
LA PAMPA,Realicó,Alta Italia,42133020,13.0,464.0,1.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0
LA PAMPA,Realicó,Damián Maisonave (Est. Simson),42133030,2.0,111.0,0.0,105.0,4.0,0.0,0.0,0.0,0.0,0.0
LA PAMPA,Realicó,Embajador Martini,42133040,1.0,555.0,1.0,540.0,13.0,0.0,0.0,0.0,0.0,0.0
LA PAMPA,Realicó,Falucho,42133050,0.0,83.0,1.0,81.0,1.0,0.0,0.0,0.0,0.0,0.0
LA PAMPA,Realicó,Ingeniero Luiggi,42133060,1.0,1660.0,2.0,1654.0,0.0,3.0,0.0,0.0,0.0,0.0
LA PAMPA,Realicó,Ojeda,42133070,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
LA PAMPA,Realicó,Realicó,42133080,1.0,3337.0,1.0,2815.0,372.0,121.0,27.0,0.0,0.0,0.0
LA PAMPA,Toay,Toay,42140020,2.0,6376.0,1.0,2645.0,999.0,2529.0,200.0,0.0,0.0,0.0
LA PAMPA,Trenel,Arata,42147010,1.0,258.0,1.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0
LA PAMPA,Trenel,Metileo,42147020,0.0,61.0,1.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
LA PAMPA,Trenel,Trenel,42147030,1.0,1011.0,2.0,933.0,75.0,0.0,0.0,0.0,0.0,0.0
LA PAMPA,Utracán,Ataliva Roca,42154010,2.0,313.0,1.0,263.0,47.0,0.0,0.0,0.0,0.0,0.0
LA PAMPA,Utracán,Chacharramendi,42154020,0.0,87.0,2.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0
LA PAMPA,Utracán,Colonia Santa María,42154030,5.0,146.0,0.0,137.0,4.0,0.0,0.0,0.0,0.0,0.0
LA PAMPA,Utracán,General Acha,42154040,12.0,4770.0,1.0,4454.0,262.0,41.0,0.0,0.0,0.0,0.0
LA PAMPA,Utracán,Quehué,42154050,1.0,244.0,1.0,227.0,15.0,0.0,0.0,0.0,0.0,0.0
LA PAMPA,Utracán,Unanué,42154060,1.0,57.0,0.0,55.0,1.0,0.0,0.0,0.0,0.0,0.0
LA RIOJA,Arauco,Aimogasta,46007010,0.0,2264.0,1.0,184.0,1589.0,490.0,0.0,0.0,0.0,0.0
LA RIOJA,Arauco,Estación Mazán,46007040,0.0,17.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
LA RIOJA,Arauco,Villa Mazán,46007050,0.0,157.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,0.0
LA RIOJA,Capital,La Rioja,46014010,2.0,57164.0,2.0,4134.0,5381.0,35562.0,7889.0,137.0,4056.0,1.0
LA RIOJA,Castro Barros,Aminga,46021010,0.0,175.0,0.0,3.0,171.0,1.0,0.0,0.0,0.0,0.0
LA RIOJA,Castro Barros,Anillaco,46021020,0.0,463.0,1.0,10.0,442.0,10.0,0.0,0.0,0.0,0.0
LA RIOJA,Castro Barros,Anjullón,46021030,0.0,111.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0
LA RIOJA,Castro Barros,Chuquis,46021040,0.0,40.0,0.0,2.0,38.0,0.0,0.0,0.0,0.0,0.0
LA RIOJA,Castro Barros,Los Molinos,46021050,0.0,55.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0
LA RIOJA,Castro Barros,Pinchas,46021060,0.0,54.0,0.0,4.0,50.0,0.0,0.0,0.0,0.0,0.0
LA RIOJA,Castro Barros,San Pedro,46021070,0.0,74.0,0.0,1.0,73.0,0.0,0.0,0.0,0.0,0.0
LA RIOJA,Castro Barros,Santa Vera Cruz,46021080,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
LA RIOJA,Chamical,Chamical,46035010,0.0,3205.0,1.0,202.0,2346.0,656.0,0.0,0.0,0.0,0.0
LA RIOJA,Chilecito,Chilecito,46042010,0.0,8900.0,0.0,1054.0,3420.0,1201.0,811.0,0.0,2413.0,1.0
LA RIOJA,Chilecito,Colonia Anguinán,46042020,0.0,230.0,0.0,1.0,202.0,27.0,0.0,0.0,0.0,0.0
LA RIOJA,Chilecito,Colonia Vichigasta,46042050,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA RIOJA,Chilecito,La Puntilla,46042030,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
LA RIOJA,Chilecito,Los Sarmientos,46042030,0.0,158.0,0.0,0.0,114.0,44.0,0.0,0.0,0.0,0.0
LA RIOJA,Chilecito,Malligasta,46042070,0.0,184.0,0.0,1.0,183.0,0.0,0.0,0.0,0.0,0.0
LA RIOJA,Chilecito,Nonogasta,46042090,0.0,922.0,1.0,72.0,709.0,140.0,0.0,0.0,0.0,0.0
LA RIOJA,Chilecito,San Miguel,46042030,0.0,63.0,0.0,0.0,50.0,13.0,0.0,0.0,0.0,0.0
LA RIOJA,Chilecito,San Nicolás,46042100,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
LA RIOJA,Chilecito,Santa Florentina,46042110,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
LA RIOJA,Chilecito,Sañogasta,46042120,0.0,215.0,0.0,0.0,215.0,0.0,0.0,0.0,0.0,0.0
LA RIOJA,Chilecito,Tilimuqui,46042130,0.0,12.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0
LA RIOJA,Chilecito,Vichigasta,46042140,2.0,144.0,0.0,35.0,107.0,0.0,0.0,0.0,0.0,0.0
LA RIOJA,Coronel Felipe Varela,Aicuña,46028010,0.0,45.0,0.0,6.0,39.0,0.0,0.0,0.0,0.0,0.0
LA RIOJA,Coronel Felipe Varela,Guandacol,46028020,0.0,387.0,1.0,1.0,385.0,0.0,0.0,0.0,0.0,0.0
LA RIOJA,Coronel Felipe Varela,Los Palacios,46028030,0.0,105.0,0.0,1.0,104.0,0.0,0.0,0.0,0.0,0.0
LA RIOJA,Coronel Felipe Varela,Pagancillo,46028040,0.0,126.0,0.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0
LA RIOJA,Coronel Felipe Varela,Santa Clara,46028010,0.0,41.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0
LA RIOJA,Coronel Felipe Varela,Villa Unión,46028050,0.0,1385.0,1.0,4.0,1206.0,174.0,0.0,0.0,0.0,0.0
LA RIOJA,Famatina,Angulos,46049020,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
LA RIOJA,Famatina,Campanas,46049050,0.0,160.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0
LA RIOJA,Famatina,Chañarmuyo,46049060,0.0,27.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0
LA RIOJA,Famatina,Famatina,46049070,0.0,205.0,0.0,1.0,204.0,0.0,0.0,0.0,0.0,0.0
LA RIOJA,Famatina,La Cuadra,46049080,0.0,21.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0
LA RIOJA,Famatina,Pituil,46049090,0.0,152.0,0.0,0.0,152.0,0.0,0.0,0.0,0.0,0.0
LA RIOJA,Famatina,Santa Cruz,46049110,0.0,21.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0
LA RIOJA,General Angel V. Peñaloza,Punta de los Llanos,46056010,0.0,93.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0
LA RIOJA,General Angel V. Peñaloza,Tama,46056020,0.0,162.0,0.0,8.0,154.0,0.0,0.0,0.0,0.0,0.0
LA RIOJA,General Belgrano,Chañar,46063020,0.0,96.0,0.0,6.0,90.0,0.0,0.0,0.0,0.0,0.0
LA RIOJA,General Belgrano,Loma Blanca,46063030,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA RIOJA,General Belgrano,Olta,46063040,0.0,1097.0,1.0,2.0,870.0,224.0,0.0,0.0,0.0,0.0
LA RIOJA,General Juan F. Quiroga,Malanzán,46070010,0.0,347.0,0.0,0.0,347.0,0.0,0.0,0.0,0.0,0.0
LA RIOJA,General Juan F. Quiroga,Nácate,46070020,0.0,75.0,0.0,3.0,72.0,0.0,0.0,0.0,0.0,0.0
LA RIOJA,General Juan F. Quiroga,Portezuelo,46070030,0.0,224.0,0.0,0.0,224.0,0.0,0.0,0.0,0.0,0.0
LA RIOJA,General Juan F. Quiroga,San Antonio,46070040,0.0,32.0,0.0,1.0,31.0,0.0,0.0,0.0,0.0,0.0
LA RIOJA,General Lamadrid,Villa Castelli,46077010,0.0,267.0,0.0,0.0,267.0,0.0,0.0,0.0,0.0,0.0
LA RIOJA,General Ocampo,Ambil,46084010,0.0,33.0,0.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0
LA RIOJA,General Ocampo,Milagro,46084030,0.0,819.0,0.0,0.0,640.0,179.0,0.0,0.0,0.0,0.0
LA RIOJA,General Ocampo,Santa Rita de Catuna,46084050,0.0,305.0,1.0,0.0,269.0,35.0,0.0,0.0,0.0,0.0
LA RIOJA,General San Martín,Ulapes,46091010,0.0,702.0,0.0,10.0,681.0,11.0,0.0,0.0,0.0,0.0
LA RIOJA,Independencia,Amaná,46105010,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
LA RIOJA,Independencia,OTROS,Sin Datos,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA RIOJA,Independencia,Patquía,46105020,0.0,313.0,0.0,28.0,285.0,0.0,0.0,0.0,0.0,0.0
LA RIOJA,OTROS,OTROS,Sin Datos,-4.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA RIOJA,Rosario Vera Peñaloza,Chepes,46112010,0.0,2710.0,1.0,346.0,1494.0,869.0,0.0,0.0,0.0,0.0
LA RIOJA,Rosario Vera Peñaloza,Desiderio Tello,46112020,0.0,117.0,0.0,1.0,116.0,0.0,0.0,0.0,0.0,0.0
LA RIOJA,San Blas de los Sauces,Alpasinche,46119010,0.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0
LA RIOJA,San Blas de los Sauces,Andolucas,46119010,0.0,17.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0
LA RIOJA,San Blas de los Sauces,Chaupihuasi,46119010,0.0,14.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
LA RIOJA,San Blas de los Sauces,Cuipan,46119010,0.0,51.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0
LA RIOJA,San Blas de los Sauces,Las Talas,46119010,0.0,43.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0
LA RIOJA,San Blas de los Sauces,Los Robles,46119010,0.0,107.0,1.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0
LA RIOJA,San Blas de los Sauces,Salicas - San Blas,46119010,0.0,158.0,0.0,0.0,158.0,0.0,0.0,0.0,0.0,0.0
LA RIOJA,San Blas de los Sauces,San Blas,46119010,0.0,48.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0
LA RIOJA,San Blas de los Sauces,Shaqui,46119010,0.0,73.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0
LA RIOJA,Sanagasta,Villa Sanagasta,46126010,0.0,562.0,1.0,5.0,347.0,209.0,0.0,0.0,0.0,0.0
LA RIOJA,Vinchina,Villa San José de Vinchina,46098020,0.0,441.0,0.0,3.0,438.0,0.0,0.0,0.0,0.0,0.0
MENDOZA,Capital,Mendoza,50007010,4847.0,113811.0,115.0,7289.0,26825.0,68489.0,5005.0,15.0,1222.0,4.0
MENDOZA,General Alvear,Bowen,50014010,0.0,155.0,0.0,92.0,62.0,1.0,0.0,0.0,0.0,0.0
MENDOZA,General Alvear,Carmensa,50014020,0.0,79.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0
MENDOZA,General Alvear,General Alvear,50014030,1.0,10645.0,8.0,5663.0,4504.0,443.0,26.0,0.0,0.0,0.0
MENDOZA,Godoy Cruz,Gobernador Benegas,50021010,0.0,519.0,0.0,71.0,8.0,205.0,235.0,0.0,0.0,0.0
MENDOZA,Godoy Cruz,Godoy Cruz,50021010,2685.0,37915.0,85.0,3001.0,1348.0,21608.0,7523.0,0.0,1665.0,0.0
MENDOZA,Godoy Cruz,Las Tortugas,50021010,0.0,719.0,0.0,33.0,14.0,317.0,355.0,0.0,0.0,0.0
MENDOZA,Godoy Cruz,San Francisco Del Monte,50021010,0.0,266.0,0.0,22.0,8.0,104.0,131.0,0.0,1.0,0.0
MENDOZA,Godoy Cruz,Villa Hipodromo,50021010,0.0,13.0,0.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0
MENDOZA,Guaymallén,Bermejo,50028030,0.0,134.0,0.0,60.0,73.0,0.0,1.0,0.0,0.0,0.0
MENDOZA,Guaymallén,Buena Nueva,50028030,1.0,206.0,0.0,135.0,70.0,0.0,0.0,0.0,0.0,0.0
MENDOZA,Guaymallén,Capilla Del Rosario,50028050,0.0,244.0,0.0,137.0,107.0,0.0,0.0,0.0,0.0,0.0
MENDOZA,Guaymallén,Colonia Segovia,50028010,0.0,149.0,0.0,145.0,3.0,1.0,0.0,0.0,0.0,0.0
MENDOZA,Guaymallén,Dorrego,50028030,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MENDOZA,Guaymallén,El Sauce,50028030,0.0,14.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0
MENDOZA,Guaymallén,Guaymallén,50028020,1848.0,35972.0,235.0,3514.0,1537.0,21764.0,6029.0,0.0,1045.0,0.0
MENDOZA,Guaymallén,Jesus Nazareno,50028050,0.0,246.0,0.0,136.0,110.0,0.0,0.0,0.0,0.0,0.0
MENDOZA,Guaymallén,La Primavera,50028030,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MENDOZA,Guaymallén,Las Cañas,50028050,0.0,211.0,0.0,112.0,99.0,0.0,0.0,0.0,0.0,0.0
MENDOZA,Guaymallén,Los Corralitos,50028040,29.0,153.0,4.0,72.0,48.0,0.0,0.0,0.0,0.0,0.0
MENDOZA,Guaymallén,OTROS,Sin Datos,0.0,150.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0
MENDOZA,Guaymallén,Pedro Molina,50028030,0.0,102.0,0.0,61.0,39.0,2.0,0.0,0.0,0.0,0.0
MENDOZA,Guaymallén,Puente de Hierro,50028050,105.0,1380.0,11.0,664.0,597.0,3.0,0.0,0.0,0.0,0.0
MENDOZA,Guaymallén,Rodeo De La Cruz,50028010,0.0,342.0,1.0,102.0,239.0,0.0,0.0,0.0,0.0,0.0
MENDOZA,Guaymallén,San Francisco Del Monte,50028050,0.0,211.0,0.0,136.0,50.0,8.0,17.0,0.0,0.0,0.0
MENDOZA,Guaymallén,San Jose,50028030,0.0,90.0,0.0,64.0,26.0,0.0,0.0,0.0,0.0,0.0
MENDOZA,Junín,Ingeniero Giagnoni,50035010,0.0,4014.0,41.0,2506.0,1259.0,208.0,0.0,0.0,0.0,0.0
MENDOZA,Junín,Junín,50035020,99.0,1528.0,2.0,276.0,408.0,743.0,0.0,0.0,0.0,0.0
MENDOZA,Junín,La Colonia,50035030,2.0,744.0,0.0,230.0,94.0,418.0,0.0,0.0,0.0,0.0
MENDOZA,Junín,Los Barriales,50035040,87.0,1010.0,6.0,564.0,350.0,3.0,0.0,0.0,0.0,0.0
MENDOZA,Junín,Medrano,50035050,0.0,774.0,0.0,774.0,0.0,0.0,0.0,0.0,0.0,0.0
MENDOZA,Junín,OTROS,Sin Datos,0.0,30.0,0.0,2.0,5.0,23.0,0.0,0.0,0.0,0.0
MENDOZA,Junín,Phillips,50035060,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MENDOZA,Junín,Rodríguez Peña,50035070,15.0,37.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
MENDOZA,La Paz,La Paz,50042020,1.0,387.0,0.0,217.0,169.0,0.0,0.0,0.0,0.0,0.0
MENDOZA,Las Heras,El Algarrobal,50049040,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MENDOZA,Las Heras,El Challao,50049040,0.0,186.0,0.0,142.0,44.0,0.0,0.0,0.0,0.0,0.0
MENDOZA,Las Heras,El Plumerillo,50049040,0.0,38.0,0.0,28.0,10.0,0.0,0.0,0.0,0.0,0.0
MENDOZA,Las Heras,El Resguardo,50049040,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MENDOZA,Las Heras,El Zapallar,50049040,0.0,79.0,0.0,64.0,15.0,0.0,0.0,0.0,0.0,0.0
MENDOZA,Las Heras,Las Heras,50049050,758.0,15805.0,44.0,1382.0,262.0,13274.0,74.0,0.0,11.0,0.0
MENDOZA,Las Heras,Panquehua,50049040,0.0,5.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
MENDOZA,Las Heras,Papagayos,50049040,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MENDOZA,Las Heras,Puente del Inca,50049090,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MENDOZA,Las Heras,Uspallata,50049110,0.0,1149.0,13.0,475.0,95.0,566.0,0.0,0.0,0.0,0.0
MENDOZA,Lavalle,3 de Mayo,50056150,0.0,21.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0
MENDOZA,Lavalle,Barrio Los Olivos,50056070,0.0,229.0,0.0,61.0,168.0,0.0,0.0,0.0,0.0,0.0
MENDOZA,Lavalle,Costa de Araujo,50056080,0.0,156.0,0.0,154.0,2.0,0.0,0.0,0.0,0.0,0.0
MENDOZA,Lavalle,El Vergel,50056100,0.0,22.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
MENDOZA,Lavalle,Ingeniero Gustavo André,50056110,0.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
MENDOZA,Lavalle,Jocolí,50056120,0.0,27.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
MENDOZA,Lavalle,Jocolí Viejo,50056130,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
MENDOZA,Lavalle,Villa Tulumaya,50056160,3.0,378.0,0.0,375.0,0.0,0.0,0.0,0.0,0.0,0.0
MENDOZA,Luján de Cuyo,Agrelo,50063010,628.0,630.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
MENDOZA,Luján de Cuyo,Barrio Perdriel IV,50063020,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MENDOZA,Luján de Cuyo,Cacheuta,50063030,31.0,49.0,0.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0
MENDOZA,Luján de Cuyo,Carrodilla,50063060,175.0,617.0,0.0,379.0,62.0,0.0,1.0,0.0,0.0,0.0
MENDOZA,Luján de Cuyo,Chacras De Coria,50063060,222.0,914.0,0.0,581.0,81.0,30.0,0.0,0.0,0.0,0.0
MENDOZA,Luján de Cuyo,Costa Flores,50063040,142.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MENDOZA,Luján de Cuyo,El Carrizal,50063050,30.0,42.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
MENDOZA,Luján de Cuyo,El Salto,50063060,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MENDOZA,Luján de Cuyo,La Puntilla,50063060,0.0,108.0,0.0,88.0,18.0,0.0,2.0,0.0,0.0,0.0
MENDOZA,Luján de Cuyo,Las Compuertas,50063070,42.0,1091.0,5.0,768.0,276.0,0.0,0.0,0.0,0.0,0.0
MENDOZA,Luján de Cuyo,Las Vegas,50063080,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MENDOZA,Luján de Cuyo,Luján de Cuyo,50063090,6128.0,8909.0,87.0,1904.0,770.0,14.0,3.0,0.0,3.0,0.0
MENDOZA,Luján de Cuyo,Mayor Drummond,50063060,184.0,435.0,0.0,215.0,33.0,1.0,2.0,0.0,0.0,0.0
MENDOZA,Luján de Cuyo,Perdriel,50063100,202.0,266.0,2.0,19.0,43.0,0.0,0.0,0.0,0.0,0.0
MENDOZA,Luján de Cuyo,Potrerillos,50063110,32.0,38.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
MENDOZA,Luján de Cuyo,Ugarteche,50063120,167.0,248.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0
MENDOZA,Luján de Cuyo,Vistalba,50063060,240.0,276.0,0.0,30.0,6.0,0.0,0.0,0.0,0.0,0.0
MENDOZA,Maipú,Barrancas,50070010,31.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MENDOZA,Maipú,Barrio Jesús de Nazaret,50070020,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MENDOZA,Maipú,Coquimbito,50070090,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
MENDOZA,Maipú,Cruz de Piedra,50070030,71.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MENDOZA,Maipú,El Pedregal,50070040,31.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MENDOZA,Maipú,Fray Luis Beltrán,50070050,60.0,401.0,0.0,151.0,190.0,0.0,0.0,0.0,0.0,0.0
MENDOZA,Maipú,General Gutierrez,50070040,0.0,57.0,0.0,43.0,14.0,0.0,0.0,0.0,0.0,0.0
